huc08,huc08_name,huc06_name,huc04_name,huc02_name,huc08_states,huc08_areasqkm
1080103,Ammonoosuc River-Connecticut River,Upper Connecticut,Connecticut,New England Region,"NH,VT",2402.57
1080104,Waits River-Connecticut River,Upper Connecticut,Connecticut,New England Region,"NH,VT",1339.58
1080105,White River,Upper Connecticut,Connecticut,New England Region,VT,1843.74
1080106,Black River-Connecticut River,Upper Connecticut,Connecticut,New England Region,"NH,VT",3423.31
1080107,West River-Connecticut River,Upper Connecticut,Connecticut,New England Region,"NH,VT",2199.14
1080201,Ashuelot River-Connecticut River,Lower Connecticut,Connecticut,New England Region,"MA,NH,VT",2636.52
1080202,Millers River,Lower Connecticut,Connecticut,New England Region,"MA,NH",1007.47
1080203,Deerfield River,Lower Connecticut,Connecticut,New England Region,"MA,VT",1718.41
1080204,Chicopee River,Lower Connecticut,Connecticut,New England Region,MA,1871.78
1080205,Outlet Connecticut River,Lower Connecticut,Connecticut,New England Region,"CT,MA",2809.09
1080206,Westfield River,Lower Connecticut,Connecticut,New England Region,"CT,MA",1342.9
1080207,Farmington River,Lower Connecticut,Connecticut,New England Region,"CT,MA",1571.47
1090001,Charles,Massachusetts-Rhode Island Coastal,Massachusetts-Rhode Island Coastal,New England Region,MA,3864.9
1090002,Cape Cod,Massachusetts-Rhode Island Coastal,Massachusetts-Rhode Island Coastal,New England Region,"MA,RI",8824.58
1090003,Blackstone River,Massachusetts-Rhode Island Coastal,Massachusetts-Rhode Island Coastal,New England Region,"MA,RI",1229.34
1090004,Narragansett,Massachusetts-Rhode Island Coastal,Massachusetts-Rhode Island Coastal,New England Region,"MA,RI",3841.98
1090006,Point Judith-Block Island,Massachusetts-Rhode Island Coastal,Massachusetts-Rhode Island Coastal,New England Region,RI,632.53
1100001,Quinebaug River,Connecticut Coastal,Connecticut Coastal,New England Region,"CT,MA,RI",1913.44
1100002,Shetucket River,Connecticut Coastal,Connecticut Coastal,New England Region,"CT,MA",1363.15
1100003,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,CT,955.39
1100004,Quinnipiac,Connecticut Coastal,Connecticut Coastal,New England Region,CT,1327.4
1100005,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,"CT,MA,NY",5054.47
1100006,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,"CT,NY",1163.43
1100007,Pawcatuck River,Connecticut Coastal,Connecticut Coastal,New England Region,"CT,RI",783.9
2020001,Upper Hudson,Upper Hudson,Upper Hudson,Mid Atlantic Region,NY,4309.0
2020002,Sacandaga,Upper Hudson,Upper Hudson,Mid Atlantic Region,NY,2731.57
2020003,Hudson-Hoosic,Upper Hudson,Upper Hudson,Mid Atlantic Region,"MA,NY,VT",4936.17
2020004,Mohawk,Upper Hudson,Upper Hudson,Mid Atlantic Region,NY,6607.02
2020005,Schoharie,Upper Hudson,Upper Hudson,Mid Atlantic Region,NY,2403.86
2020006,Middle Hudson,Upper Hudson,Upper Hudson,Mid Atlantic Region,"MA,NY",6291.93
2020007,Rondout,Upper Hudson,Upper Hudson,Mid Atlantic Region,"NJ,NY",3077.44
2020008,Hudson-Wappinger,Upper Hudson,Upper Hudson,Mid Atlantic Region,NY,2444.65
2030101,Lower Hudson,Lower Hudson,Lower Hudson-Long Island,Mid Atlantic Region,"CT,NJ,NY",1941.73
2030102,Bronx,Lower Hudson,Lower Hudson-Long Island,Mid Atlantic Region,"CT,NY",487.77
2030103,Hackensack-Passaic,Lower Hudson,Lower Hudson-Long Island,Mid Atlantic Region,"NJ,NY",2937.06
2030104,Sandy Hook-Staten Island,Lower Hudson,Lower Hudson-Long Island,Mid Atlantic Region,"NJ,NY",1838.33
2030105,Raritan,Lower Hudson,Lower Hudson-Long Island,Mid Atlantic Region,NJ,2862.82
2030201,Northern Long Island,Long Island,Lower Hudson-Long Island,Mid Atlantic Region,NY,750.51
2030202,Southern Long Island,Long Island,Lower Hudson-Long Island,Mid Atlantic Region,"NJ,NY,RI",5079.5
2030203,Long Island Sound,Long Island,Lower Hudson-Long Island,Mid Atlantic Region,"CT,NY,RI",3082.16
2040101,Upper Delaware,Upper Delaware,Delaware-Mid Atlantic Coastal,Mid Atlantic Region,"NY,PA",3082.57
2040102,East Branch Delaware,Upper Delaware,Delaware-Mid Atlantic Coastal,Mid Atlantic Region,NY,2176.62
2040103,Lackawaxen,Upper Delaware,Delaware-Mid Atlantic Coastal,Mid Atlantic Region,PA,1548.63
2040104,Middle Delaware-Mongaup-Brodhead,Upper Delaware,Delaware-Mid Atlantic Coastal,Mid Atlantic Region,"NJ,NY,PA",3962.0
2040105,Middle Delaware-Musconetcong,Upper Delaware,Delaware-Mid Atlantic Coastal,Mid Atlantic Region,"NJ,PA",3520.95
2040106,Lehigh,Upper Delaware,Delaware-Mid Atlantic Coastal,Mid Atlantic Region,PA,3526.74
2040201,Crosswicks-Neshaminy,Lower Delaware,Delaware-Mid Atlantic Coastal,Mid Atlantic Region,"NJ,PA",1408.28
2040202,Lower Delaware,Lower Delaware,Delaware-Mid Atlantic Coastal,Mid Atlantic Region,"DE,NJ,PA",2982.08
2040203,Schuylkill,Lower Delaware,Delaware-Mid Atlantic Coastal,Mid Atlantic Region,PA,4951.48
2040204,Delaware Bay,Lower Delaware,Delaware-Mid Atlantic Coastal,Mid Atlantic Region,"DE,NJ",1073.53
2040205,Brandywine-Christina,Lower Delaware,Delaware-Mid Atlantic Coastal,Mid Atlantic Region,"DE,MD,PA",1956.61
2040206,Cohansey-Maurice,Lower Delaware,Delaware-Mid Atlantic Coastal,Mid Atlantic Region,"DE,NJ",3094.36
2040207,Broadkill-Smyrna,Lower Delaware,Delaware-Mid Atlantic Coastal,Mid Atlantic Region,DE,1966.72
2040301,Mullica-Toms,Mid Atlantic Coastal,Delaware-Mid Atlantic Coastal,Mid Atlantic Region,"NJ,NY",4467.84
2040302,Great Egg Harbor,Mid Atlantic Coastal,Delaware-Mid Atlantic Coastal,Mid Atlantic Region,NJ,2282.99
2040303,Chincoteague,Mid Atlantic Coastal,Delaware-Mid Atlantic Coastal,Mid Atlantic Region,"DE,MD,NJ,VA",2717.49
2040304,Eastern Lower Delmarva,Mid Atlantic Coastal,Delaware-Mid Atlantic Coastal,Mid Atlantic Region,VA,1961.25
2050101,Upper Susquehanna,Upper Susquehanna,Susquehanna,Mid Atlantic Region,"NY,PA",5927.19
2050102,Chenango,Upper Susquehanna,Susquehanna,Mid Atlantic Region,NY,4163.09
2050103,Owego-Wappasening,Upper Susquehanna,Susquehanna,Mid Atlantic Region,"NY,PA",2705.8
2050104,Tioga,Upper Susquehanna,Susquehanna,Mid Atlantic Region,"NY,PA",3585.33
2050105,Chemung,Upper Susquehanna,Susquehanna,Mid Atlantic Region,"NY,PA",3138.54
2050106,Upper Susquehanna-Tunkhannock,Upper Susquehanna,Susquehanna,Mid Atlantic Region,PA,5192.72
2050107,Upper Susquehanna-Lackawanna,Upper Susquehanna,Susquehanna,Mid Atlantic Region,PA,4572.81
2050201,Upper West Branch Susquehanna,West Branch Susquehanna,Susquehanna,Mid Atlantic Region,PA,4136.01
2050202,Sinnemahoning,West Branch Susquehanna,Susquehanna,Mid Atlantic Region,PA,2677.95
2050203,Middle West Branch Susquehanna,West Branch Susquehanna,Susquehanna,Mid Atlantic Region,PA,2031.23
2050204,Bald Eagle,West Branch Susquehanna,Susquehanna,Mid Atlantic Region,PA,2002.7
2050205,Pine,West Branch Susquehanna,Susquehanna,Mid Atlantic Region,PA,2539.98
2050206,Lower West Branch Susquehanna,West Branch Susquehanna,Susquehanna,Mid Atlantic Region,PA,4685.67
2050301,Lower Susquehanna-Penns,Lower Susquehanna,Susquehanna,Mid Atlantic Region,PA,3750.81
2050302,Upper Juniata,Lower Susquehanna,Susquehanna,Mid Atlantic Region,PA,2566.37
2050303,Raystown,Lower Susquehanna,Susquehanna,Mid Atlantic Region,PA,2492.09
2050304,Lower Juniata,Lower Susquehanna,Susquehanna,Mid Atlantic Region,PA,3756.69
2050305,Lower Susquehanna-Swatara,Lower Susquehanna,Susquehanna,Mid Atlantic Region,PA,4859.97
2050306,Lower Susquehanna,Lower Susquehanna,Susquehanna,Mid Atlantic Region,"MD,PA",6439.24
2060001,Upper Chesapeake Bay,Upper Chesapeake,Upper Chesapeake,Mid Atlantic Region,MD,1962.73
2060002,Chester-Sassafras,Upper Chesapeake,Upper Chesapeake,Mid Atlantic Region,"DE,MD,PA",3373.66
2060003,Gunpowder-Patapsco,Upper Chesapeake,Upper Chesapeake,Mid Atlantic Region,"MD,PA",3671.32
2060004,Severn,Upper Chesapeake,Upper Chesapeake,Mid Atlantic Region,MD,954.93
2060005,Choptank,Upper Chesapeake,Upper Chesapeake,Mid Atlantic Region,"DE,MD",2844.43
2060006,Patuxent,Upper Chesapeake,Upper Chesapeake,Mid Atlantic Region,MD,2400.76
2070001,South Branch Potomac,Potomac,Potomac,Mid Atlantic Region,"MD,VA,WV",3832.8
2070002,North Branch Potomac,Potomac,Potomac,Mid Atlantic Region,"MD,PA,WV",3478.65
2070003,Cacapon-Town,Potomac,Potomac,Mid Atlantic Region,"MD,PA,VA,WV",3120.25
2070004,Conococheague-Opequon,Potomac,Potomac,Mid Atlantic Region,"MD,PA,VA,WV",5897.89
2070005,South Fork Shenandoah,Potomac,Potomac,Mid Atlantic Region,"VA,WV",4330.25
2070006,North Fork Shenandoah,Potomac,Potomac,Mid Atlantic Region,"VA,WV",2677.7
2070007,Shenandoah,Potomac,Potomac,Mid Atlantic Region,"MD,VA,WV",911.25
2070008,Middle Potomac-Catoctin,Potomac,Potomac,Mid Atlantic Region,"DC,MD,VA,WV",3206.96
2070009,Monocacy,Potomac,Potomac,Mid Atlantic Region,"MD,PA",2511.16
2070010,Middle Potomac-Anacostia-Occoquan,Potomac,Potomac,Mid Atlantic Region,"DC,MD,VA",3374.54
2070011,Lower Potomac,Potomac,Potomac,Mid Atlantic Region,"MD,VA",4677.15
2080101,Lower Chesapeake Bay,Lower Chesapeake,Lower Chesapeake,Mid Atlantic Region,"MD,VA",3048.19
2080102,Great Wicomico-Piankatank,Lower Chesapeake,Lower Chesapeake,Mid Atlantic Region,"MD,VA",1740.07
2080103,Rapidan-Upper Rappahannock,Lower Chesapeake,Lower Chesapeake,Mid Atlantic Region,VA,4032.08
2080104,Lower Rappahannock,Lower Chesapeake,Lower Chesapeake,Mid Atlantic Region,VA,2993.92
2080105,Mattaponi,Lower Chesapeake,Lower Chesapeake,Mid Atlantic Region,VA,2359.4
2080106,Pamunkey,Lower Chesapeake,Lower Chesapeake,Mid Atlantic Region,VA,3812.19
2080107,York,Lower Chesapeake,Lower Chesapeake,Mid Atlantic Region,VA,755.96
2080108,Lynnhaven-Poquoson,Lower Chesapeake,Lower Chesapeake,Mid Atlantic Region,VA,593.46
2080109,Nanticoke,Lower Chesapeake,Lower Chesapeake,Mid Atlantic Region,"DE,MD",2142.43
2080110,Tangier,Lower Chesapeake,Lower Chesapeake,Mid Atlantic Region,"DE,MD,VA",2515.31
2080111,Pokomoke-Western Lower Delmarva,Lower Chesapeake,Lower Chesapeake,Mid Atlantic Region,"DE,MD,VA",2787.92
2080201,Upper James,James,Lower Chesapeake,Mid Atlantic Region,"VA,WV",5728.73
2080202,Maury,James,Lower Chesapeake,Mid Atlantic Region,VA,2170.82
2080203,Middle James-Buffalo,James,Lower Chesapeake,Mid Atlantic Region,VA,5240.27
2080204,Rivanna,James,Lower Chesapeake,Mid Atlantic Region,VA,1989.41
2080205,Middle James-Willis,James,Lower Chesapeake,Mid Atlantic Region,VA,2447.3
2080206,Lower James,James,Lower Chesapeake,Mid Atlantic Region,VA,3733.43
2080207,Appomattox,James,Lower Chesapeake,Mid Atlantic Region,VA,4170.68
2080208,Hampton Roads,James,Lower Chesapeake,Mid Atlantic Region,VA,1308.87
3010101,Upper Roanoke,Roanoke,Chowan-Roanoke,South Atlantic-Gulf Region,VA,5674.65
3010102,Middle Roanoke,Roanoke,Chowan-Roanoke,South Atlantic-Gulf Region,"NC,VA",4502.56
3010103,Upper Dan,Roanoke,Chowan-Roanoke,South Atlantic-Gulf Region,"NC,VA",5323.71
3010104,Lower Dan,Roanoke,Chowan-Roanoke,South Atlantic-Gulf Region,"NC,VA",3325.53
3010105,Banister,Roanoke,Chowan-Roanoke,South Atlantic-Gulf Region,VA,1545.63
3010106,Roanoke Rapids,Roanoke,Chowan-Roanoke,South Atlantic-Gulf Region,"NC,VA",1532.88
3010107,Lower Roanoke,Roanoke,Chowan-Roanoke,South Atlantic-Gulf Region,NC,3392.08
3010201,Nottoway,Albemarle-Chowan,Chowan-Roanoke,South Atlantic-Gulf Region,"NC,VA",4463.26
3010202,Blackwater,Albemarle-Chowan,Chowan-Roanoke,South Atlantic-Gulf Region,"NC,VA",1916.71
3010203,Chowan,Albemarle-Chowan,Chowan-Roanoke,South Atlantic-Gulf Region,"NC,VA",2328.24
3010204,Meherrin,Albemarle-Chowan,Chowan-Roanoke,South Atlantic-Gulf Region,"NC,VA",4175.76
3010205,Albemarle,Albemarle-Chowan,Chowan-Roanoke,South Atlantic-Gulf Region,"NC,VA",11189.95
3020101,Upper Tar,Pamlico,Neuse-Pamlico,South Atlantic-Gulf Region,NC,3379.48
3020102,Fishing,Pamlico,Neuse-Pamlico,South Atlantic-Gulf Region,NC,2315.57
3020103,Lower Tar,Pamlico,Neuse-Pamlico,South Atlantic-Gulf Region,NC,2487.04
3020104,Pamlico,Pamlico,Neuse-Pamlico,South Atlantic-Gulf Region,NC,3384.27
3020105,Pamlico Sound,Pamlico,Neuse-Pamlico,South Atlantic-Gulf Region,NC,5055.27
3020201,Upper Neuse,Neuse,Neuse-Pamlico,South Atlantic-Gulf Region,NC,6231.85
3020202,Middle Neuse,Neuse,Neuse-Pamlico,South Atlantic-Gulf Region,NC,2758.9
3020203,Contentnea,Neuse,Neuse-Pamlico,South Atlantic-Gulf Region,NC,2612.19
3020204,Lower Neuse,Neuse,Neuse-Pamlico,South Atlantic-Gulf Region,NC,4100.38
3020301,White Oak River,Onslow Bay,Neuse-Pamlico,South Atlantic-Gulf Region,NC,2416.91
3020302,New River,Onslow Bay,Neuse-Pamlico,South Atlantic-Gulf Region,NC,2243.8
3030002,Haw,Cape Fear,Cape Fear,South Atlantic-Gulf Region,NC,4422.64
3030003,Deep,Cape Fear,Cape Fear,South Atlantic-Gulf Region,NC,3755.85
3030004,Upper Cape Fear,Cape Fear,Cape Fear,South Atlantic-Gulf Region,NC,4221.6
3030005,Lower Cape Fear,Cape Fear,Cape Fear,South Atlantic-Gulf Region,NC,2859.54
3030006,Black,Cape Fear,Cape Fear,South Atlantic-Gulf Region,NC,4076.67
3030007,Northeast Cape Fear,Cape Fear,Cape Fear,South Atlantic-Gulf Region,NC,4510.42
3040101,Upper Yadkin,Upper Pee Dee,Pee Dee,South Atlantic-Gulf Region,"NC,VA",6357.75
3040102,South Yadkin,Upper Pee Dee,Pee Dee,South Atlantic-Gulf Region,NC,2347.89
3040103,Lower Yadkin,Upper Pee Dee,Pee Dee,South Atlantic-Gulf Region,NC,3081.64
3040104,Upper Pee Dee,Upper Pee Dee,Pee Dee,South Atlantic-Gulf Region,"NC,SC",2250.82
3040105,Rocky,Upper Pee Dee,Pee Dee,South Atlantic-Gulf Region,"NC,SC",3670.86
3040201,Lower Pee Dee,Lower Pee Dee,Pee Dee,South Atlantic-Gulf Region,"NC,SC",6557.68
3040202,Lynches,Lower Pee Dee,Pee Dee,South Atlantic-Gulf Region,"NC,SC",3660.05
3040203,Lumber,Lower Pee Dee,Pee Dee,South Atlantic-Gulf Region,"NC,SC",4539.76
3040204,Little Pee Dee,Lower Pee Dee,Pee Dee,South Atlantic-Gulf Region,"NC,SC",3542.42
3040205,Black,Lower Pee Dee,Pee Dee,South Atlantic-Gulf Region,SC,5337.03
3040206,Waccamaw,Lower Pee Dee,Pee Dee,South Atlantic-Gulf Region,"NC,SC",4277.14
3040207,Carolina Coastal-Sampit,Lower Pee Dee,Pee Dee,South Atlantic-Gulf Region,SC,1483.09
3040208,Coastal Carolina,Lower Pee Dee,Pee Dee,South Atlantic-Gulf Region,"NC,SC",1751.74
3050101,Upper Catawba,Santee,Edisto-Santee,South Atlantic-Gulf Region,"NC,SC",6106.21
3050102,South Fork Catawba,Santee,Edisto-Santee,South Atlantic-Gulf Region,"NC,SC",1711.71
3050103,Lower Catawba,Santee,Edisto-Santee,South Atlantic-Gulf Region,"NC,SC",3456.09
3050104,Wateree,Santee,Edisto-Santee,South Atlantic-Gulf Region,SC,3255.2
3050105,Upper Broad,Santee,Edisto-Santee,South Atlantic-Gulf Region,"NC,SC",6419.26
3050106,Lower Broad,Santee,Edisto-Santee,South Atlantic-Gulf Region,SC,3338.01
3050107,Tyger,Santee,Edisto-Santee,South Atlantic-Gulf Region,SC,2093.81
3050108,Enoree,Santee,Edisto-Santee,South Atlantic-Gulf Region,SC,1895.27
3050109,Saluda,Santee,Edisto-Santee,South Atlantic-Gulf Region,"NC,SC",6538.72
3050110,Congaree,Santee,Edisto-Santee,South Atlantic-Gulf Region,SC,1786.12
3050111,Lake Marion,Santee,Edisto-Santee,South Atlantic-Gulf Region,SC,1421.08
3050112,Santee,Santee,Edisto-Santee,South Atlantic-Gulf Region,SC,1870.22
3050201,Cooper,Edisto-South Carolina Coastal,Edisto-Santee,South Atlantic-Gulf Region,SC,3273.07
3050202,South Carolina Coastal,Edisto-South Carolina Coastal,Edisto-Santee,South Atlantic-Gulf Region,SC,1004.03
3050203,North Fork Edisto,Edisto-South Carolina Coastal,Edisto-Santee,South Atlantic-Gulf Region,SC,1968.57
3050204,South Fork Edisto,Edisto-South Carolina Coastal,Edisto-Santee,South Atlantic-Gulf Region,SC,2246.61
3050205,Four Hole Swamp,Edisto-South Carolina Coastal,Edisto-Santee,South Atlantic-Gulf Region,SC,1693.81
3050206,Edisto River,Edisto-South Carolina Coastal,Edisto-Santee,South Atlantic-Gulf Region,SC,2432.78
3050207,Salkehatchie,Edisto-South Carolina Coastal,Edisto-Santee,South Atlantic-Gulf Region,SC,4868.1
3050208,Broad-St. Helena,Edisto-South Carolina Coastal,Edisto-Santee,South Atlantic-Gulf Region,SC,2506.5
3050209,Bulls Bay,Edisto-South Carolina Coastal,Edisto-Santee,South Atlantic-Gulf Region,SC,1079.77
3050210,St. Helena Island,Edisto-South Carolina Coastal,Edisto-Santee,South Atlantic-Gulf Region,SC,412.55
3060101,Seneca,Savannah,Ogeechee-Savannah,South Atlantic-Gulf Region,"NC,SC",2662.58
3060102,Tugaloo,Savannah,Ogeechee-Savannah,South Atlantic-Gulf Region,"GA,NC,SC",2562.97
3060103,Upper Savannah,Savannah,Ogeechee-Savannah,South Atlantic-Gulf Region,"GA,SC",4763.56
3060104,Broad,Savannah,Ogeechee-Savannah,South Atlantic-Gulf Region,GA,3894.03
3060105,Little,Savannah,Ogeechee-Savannah,South Atlantic-Gulf Region,GA,1989.25
3060106,Middle Savannah,Savannah,Ogeechee-Savannah,South Atlantic-Gulf Region,"GA,SC",4750.71
3060107,Stevens,Savannah,Ogeechee-Savannah,South Atlantic-Gulf Region,SC,1916.89
3060108,Brier,Savannah,Ogeechee-Savannah,South Atlantic-Gulf Region,GA,2198.29
3060109,Lower Savannah,Savannah,Ogeechee-Savannah,South Atlantic-Gulf Region,"GA,SC",2603.96
3060110,Calibogue Sound-Wright River,Savannah,Ogeechee-Savannah,South Atlantic-Gulf Region,SC,1082.6
3060201,Upper Ogeechee,Ogeechee,Ogeechee-Savannah,South Atlantic-Gulf Region,GA,4754.91
3060202,Lower Ogeechee,Ogeechee,Ogeechee-Savannah,South Atlantic-Gulf Region,GA,3072.11
3060203,Canoochee,Ogeechee,Ogeechee-Savannah,South Atlantic-Gulf Region,GA,3594.43
3060204,Ogeechee Coastal,Ogeechee,Ogeechee-Savannah,South Atlantic-Gulf Region,GA,4317.92
3070101,Upper Oconee,Altamaha,Altamaha-St. Marys,South Atlantic-Gulf Region,GA,7550.2
3070102,Lower Oconee,Altamaha,Altamaha-St. Marys,South Atlantic-Gulf Region,GA,6243.73
3070103,Upper Ocmulgee,Altamaha,Altamaha-St. Marys,South Atlantic-Gulf Region,GA,7700.65
3070104,Lower Ocmulgee,Altamaha,Altamaha-St. Marys,South Atlantic-Gulf Region,GA,6021.6
3070105,Little Ocmulgee,Altamaha,Altamaha-St. Marys,South Atlantic-Gulf Region,GA,2082.52
3070106,Altamaha,Altamaha,Altamaha-St. Marys,South Atlantic-Gulf Region,GA,3949.97
3070107,Ohoopee,Altamaha,Altamaha-St. Marys,South Atlantic-Gulf Region,GA,3484.02
3070201,Satilla,St. Marys-Satilla,Altamaha-St. Marys,South Atlantic-Gulf Region,GA,6691.13
3070202,Little Satilla,St. Marys-Satilla,Altamaha-St. Marys,South Atlantic-Gulf Region,GA,2061.48
3070203,Cumberland-St. Simons,St. Marys-Satilla,Altamaha-St. Marys,South Atlantic-Gulf Region,"FL,GA",2470.32
3070204,St. Marys,St. Marys-Satilla,Altamaha-St. Marys,South Atlantic-Gulf Region,"FL,GA",4089.08
3070205,Nassau,St. Marys-Satilla,Altamaha-St. Marys,South Atlantic-Gulf Region,"FL,GA",1317.47
3080101,Upper St. Johns,St. Johns,St. Johns,South Atlantic-Gulf Region,FL,10227.89
3080102,Oklawaha,St. Johns,St. Johns,South Atlantic-Gulf Region,FL,7206.07
3080103,Lower St. Johns,St. Johns,St. Johns,South Atlantic-Gulf Region,FL,7346.86
3080201,Daytona-St. Augustine,East Florida Coastal,St. Johns,South Atlantic-Gulf Region,FL,2546.16
3080202,Cape Canaveral,East Florida Coastal,St. Johns,South Atlantic-Gulf Region,FL,2721.31
3080203,Vero Beach,East Florida Coastal,St. Johns,South Atlantic-Gulf Region,FL,1512.34
3090101,Kissimmee,Kissimmee,Southern Florida,South Atlantic-Gulf Region,FL,7580.87
3090102,Northern Okeechobee Inflow,Kissimmee,Southern Florida,South Atlantic-Gulf Region,FL,797.96
3090103,Western Okeechobee Inflow,Kissimmee,Southern Florida,South Atlantic-Gulf Region,FL,2171.09
3090201,Lake Okeechobee,Southern Florida,Southern Florida,South Atlantic-Gulf Region,FL,2243.19
3090202,Everglades,Southern Florida,Southern Florida,South Atlantic-Gulf Region,FL,11791.59
3090203,Florida Bay-Florida Keys,Southern Florida,Southern Florida,South Atlantic-Gulf Region,FL,6299.03
3090204,Big Cypress Swamp,Southern Florida,Southern Florida,South Atlantic-Gulf Region,FL,8311.48
3090205,Caloosahatchee,Southern Florida,Southern Florida,South Atlantic-Gulf Region,FL,3624.87
3090206,Florida Southeast Coast,Southern Florida,Southern Florida,South Atlantic-Gulf Region,FL,9521.26
3100101,Peace,Peace,Peace-Tampa Bay,South Atlantic-Gulf Region,FL,6029.42
3100102,Myakka,Peace,Peace-Tampa Bay,South Atlantic-Gulf Region,FL,1557.99
3100103,Charlotte Harbor,Peace,Peace-Tampa Bay,South Atlantic-Gulf Region,FL,1979.92
3100201,Sarasota Bay,Tampa Bay,Peace-Tampa Bay,South Atlantic-Gulf Region,FL,1561.74
3100202,Manatee,Tampa Bay,Peace-Tampa Bay,South Atlantic-Gulf Region,FL,944.0
